Incident,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary,Disposition
Noise Disturbance,One Miramar Street,11/13/2021,2111130006,11/13/2021,12:36 AM,Subjects playing table tennis outside of building,Will Cooperate
Noise Disturbance,Mesa Nueva - Cala,11/13/2021,2111130007,11/13/2021,12:37 AM,Group talking loudly and playing music,Unable To Locate
Security Alarm,Student Services Center,11/13/2021,211130008,11/13/2021,12:38 AM,,False Alarm
UC Policy Violation,Mesa Nueva - Cresta,11/13/2021,2111130009,11/13/2021,1:01 AM,Smoking,Disposition Referred To Student Conduct
Incomplete/Accidental Landline 911 Call,NTPLL - Kaleidoscope,11/13/2021,2111130010,11/13/2021,1:03 AM,,Logged Event
Noise Disturbance,Seventh College East - Building 4,11/13/2021,2111130014,11/13/2021,1:20 AM,Banging from apartment above,Unable To Locate
Noise Disturbance,Sevent College West  - Building 4,11/13/2021,2111130015,11/13/2021,1:35 AM,Sound of ball bouncing or stomping coming from apartment above,Will Cooperate
Noise Disturbance,Seventh College West - Building 1,11/13/2021,2111130016,11/13/2021,1:52 AM,Multiple subjects singing and shouting loudly,Will Cooperate
Noise Disturbance,Cuzco House East,11/13/2021,2111130017,11/13/2021,2:49 AM,Subjects talking loudly,Referred To Student Conduct
Noise Disturbance,NTPLL - Catalyst,11/13/2021,2111130020,11/13/2021,3:43 AM,Group outside laughing loudly,Unable To Locate
Information,NTPLL - Ridgewalk Academic Building,11/13/2021,2111130027,11/13/2021,6:10 AM,Two bollards down,Referred To Other UCSD Department - Central Plant
Disturbance - Argument,Mesa Nueva - Marea,11/13/2021,2111130028,11/13/2021,6:19 AM,"Female voice heard saying, ""let go of me""",Checks OK
Hazard Situation,La Jolla Village Dr/Villa La Jolla Dr,11/13/2021,2111130029,11/13/2021,7:21 AM,"Report of female running in traffic, almost struck by reporting motorist",Unable To Locate
Non Injury Collision,Campus Point Parking East,11/13/2021,2111130030,11/13/2021,8:10 AM,,Service Provided
Incomplete/Accidental Landline 911 Call,Nuevo West - Brisa,11/13/2021,2111130032,11/13/2021,8:57 AM,,Logged Event
Medical Aid,La Jolla Village Dr/Regents Rd,11/13/2021,2111130033,11/13/2021,9:29 AM,Male motorist pulled off road after having difficulty breathing and numbness in hands,Referred To Other Agency - San Diego Fire Department
Incomplete/Accidental Wireless 911 Call,UCSD Police Department,11/13/2021,2111130037,11/13/2021,10:52 AM,Accidental dial,Logged Event
Citizen Contact,Biomedical Sciences Building,11/13/2021,2111130038,11/13/2021,11:03 AM,Caller requesting assistance retrieving iPad left inside Anatomy Lab,Service Provided
Annoying Repeat Calls/Electronic Contact,Nuevo East - Exchange,11/13/2021,2021-1232,10/24/2021 - 11/13/2021,12:33 AM - 9:44 AM,Unknown suspect sending unwanted text messages to victim,Online Report
Disturbance - Psych Subject,Costa Verde Blvd,11/13/2021,2111130041,11/13/2021,12:14 PM,,Referred To Other Agency - San Diego Police Department
Incomplete/Accidental Wireless 911 Call,Villa La Jolla Dr/La Jolla Village Dr,11/13/2021,2111130043,11/13/2021,1:16 PM,,Logged Event
Incomplete/Accidental Landline 911 Call,NTPLL - Catalyst,11/13/2021,2111130044,11/13/2021,1:27 PM,,Logged Event
Welfare Check,Price Center East - Sun God Lounge,11/13/2021,2111130046,11/13/2021,2:18 PM,Female transient laying on couches,Field Interview
Non Injury Collision,Villa La Jolla Dr/Nobel Dr,11/13/2021,2111130047,11/13/2021,2:35 PM,,Referred To Other Agency - San Diego Police Department
Incomplete/Accidental Wireless 911 Call,Nuevo West - Viento,11/13/2021,2111130049,11/13/2021,3:15 PM,,Logged Event
Incomplete/Accidental Landline 911 Call,Telecommunications Node B,11/13/2021,2111130050,11/13/2021,4:20 PM,Child hit button from call box,Logged Event
Incomplete/Accidental Wireless 911 Call,UCSD Police Department,11/13/2021,2111130052,11/13/2021,5:14 PM,,Logged Event
Incomplete/Accidental Landline 911 Call,Nuevo East - Astilla,11/13/2021,2111130057,11/13/2021,7:05 PM,,Logged Event
Illegal Camping,IGPP - Munk Laboratory,11/13/2021,2111130060,11/13/2021,8:03 PM,,Checks OK
Incomplete/Accidental Wireless 911 Call,Scholars Dr South/Mandel Weiss Ln,11/13/2021,2111130062,11/13/2021,8:12 PM,,Logged Event
Disturbance  - Psych Subject,Regents Rd.,11/13/2021,2111130063,11/13/2021,8:24 PM,,Referred To Other Agency - San Diego Police Department
Disturbance,John M. & Sally B. Thornton Pavilion,11/13/2021,2111130065,11/13/2021,9:07 PM,Discharged patient refusing to leave,Service Provided
Injury,Urey Hall,11/13/2021,2021-1225,11/13/2021,10:31 PM,Male fell off bicycle and bleeding heavily from nose and mouth,Transported To Hospital
Disturbance,La Jolla Village Dr,11/13/2021,2111130072,11/13/2021,10:34 PM,,Referred To Other Agency - San Diego Police Department
Suspicious Vehicle,Discovery Way,11/13/2021,2111130073,11/13/2021,10:37 PM,,Checks OK
Quiet Hours Contact,Seventh College East - Building 1,11/13/2021,2111130075,11/13/2021,11:15 PM,,Will Cooperate
Domestic Violence Disturbance,UCSD Residential Area,11/13/2021,2021-1226,11/13/2021,11:42 PM,,Closed By Adult Arrest
Injury,Peterson Hall,11/14/2021,2111140002,11/14/2021,12:23 AM,"Subject fell off electric scooter, medical aid declined",Service Provided
Fire ,Seventh College East,11/14/2021,2111140005,11/14/2021,1:11 AM,Odor of burnt food,Referred to Other Agency - San Diego Fire Alarm 
Citizen Flagdown,Voigt Dr,11/14/2021,2111140007,11/14/2021,1:46 AM,Uber driver with flat tire,Service Provided
Information,South Mesa Apartments,11/14/2021,2111140008,11/14/2021,1:55 AM,Victim requesting information about case,Information Only
Disturbance,Tuolumne Apartments,11/14/2021  ,2111140009,11/14/2021,2:38 AM,Unknown person banging loudly on doors,Gone On Arrival
Injury,Seventh College West,11/14/2021,2021-1227,11/14/2021,3:10 AM,"Female crashed on electric scooter, sustained head injury",Disposition Transported to Hospital
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,11/14/2021,2111140011,11/14/2021,3:14 AM,,Logged Event
Noise Disturbance,Seventh College ,11/14/2021,2111140015,11/14/2021,4:58 AM,Loud music and people cheering,Quiet On Arrival
Suspicious Vehicle,Pangea Parking Structure,11/14/2021,2111140016,11/14/2021,5:32 AM,,Checks OK
Suspicious Person,Argo Hall,11/14/2021,2111140019,11/14/2021,8:04 AM,Unknown male approached reporting party in physically aggressive manner ,Unable to Locate
Medical Aid,Mobil Gas,11/14/2021  ,2111140023,11/14/2021,10:35 AM,Male request medical aid,Referred to Other Agency - San Diego Fire Department
Petty Theft,Gilman Dr,11/14/2021,2021-1233,11/14/2021,12:00 AM - 7:00 AM,"Stolen electric scooter, loss $360.00",Online Report
Information,Blacks Beach,11/14/2021,2111140025,11/14/2021,12:10 PM,Request to advise life guards of large sharks west of surfers,Information Only
Citizen Contact,Grassy Knoll,11/14/2021,2111140027,11/14/2021,12:26 PM,Two subjects inside fence,Service Provided
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,11/14/2021,2111140029,11/14/2021,12:42 PM,,Logged Event 
Non Injury Collision,San Elijio/ Quest haven,11/14/2021,2111140030,11/14/2021,1:01 PM,,Referred to Other Agency - San Diego Sheriff's Department
Non Injury Collision ,Gilman Dr/ Gilman Bridge,11/14/2021  ,2021-1228,11/9/2021,12:30 PM,,Report Taken
Injury,RIMAC Field,11/14/2021,2111140032,11/14/2021,1:26 PM,Female vomiting after being hit on head during rugby match,Transported to Hospital
Information,Unknown,11/14/2021,2111140034,11/14/2021,1:26 PM,Via 911 cellular call; reporting party locked keys inside vehicle,Logged Event
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,11/14/2021,2111140036,11/14/2021,2:14 PM,,Logged Event
Fire Alarm,Price Center,11/14/2021,2111140041,11/14/2021,3:43 PM,,False Alarm
Recovered Stolen Vehicle,La Jolla Village Dr/ Gilman Dr,11/14/2021,2021-1229,11/14/2021,4:30 PM,,Report Taken
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,11/14/2021  ,2111140045,11/14/2021,5:22 PM,,Logged Event
Medical Aid,Wells Fargo,11/14/2021,2111140048,11/14/2021,7:16 PM,Male feeling faint and appears tired and disoriented,Transported to Hospital
Fire Alarm,Seventh College East,11/14/2021,2111140053,11/14/2021,7:17 PM,,False Alarm
Citizen Flagdown,Skaggs Pharmaceutical Sciences Bldg.,11/14/2021,2111140059,11/14/2021,10:56 PM,Missing cell phone,Service Provided
Disturbance ,Tamarack Apartments East,11/14/2021,2111140061,11/14/2021,11:29 PM,Loud noises ,Quiet On Arrival
Quiet Hours Contact,Nuevo East ,11/14/2021,2111140062,11/14/2021,11:40 PM,,Will Cooperate 
Grand Theft ,North Mesa Apartments,11/14/2021  ,2021-1230,11/14/2021,12:01 AM - 10:30 PM ,"Victim's unattended iPad stolen from rental vehicle, loss $1000.00",Report Taken
Gas/ Water/ Sewer Leak,Marshall Upper Apartments,11/15/2021,2111150005,11/15/2021,1:21 AM,Odor of fuel in area,Checks OK
Noise Disturbance,Tenaya Hall,11/15/2021,2111150006,11/15/2021,2:14 AM,Loud talking,Quiet On Arrival
Information,Wightman / Winona,11/15/2021,2111150009,11/15/2021,4:54 AM,Unknown subject hit reporting party's car with crowbar,Referred to Other Agency - San Diego Police Department
Armed Suspicious Subject,Veterans Affairs Medical Center,11/15/2021,2111150014,11/15/2021,7:06 AM,,Unfounded
Suspicious Vehicle,Coast Apartments,11/15/2021,2111150015,11/15/2021,7:40 AM,,Checks OK
Suspicious Person,Koman Family Outpatient Pavilion,11/15/2021,2111150018,11/15/2021,9:52 AM,Reporting party calling regarding an unserved TRO for subject at medical location,Disposition Gone On Arrival
Incomplete/ Accidental Wireless 911 Call,Tuolumne Apartments,11/15/2021,2111150026,11/15/2021,11:27 AM,,Logged Event
Incomplete/ Accidental Wireless 911 Call,Regents Park Row/ Regents Rd,11/15/2021,2111150028,11/15/2021,11:52 AM,,Logged Event
Illegal Parking,Lot 412,11/15/2021,2111150029,11/15/2021,12:34 PM,,Referred to Other UCSD Department - Parking Enforcement
Hit and Run Collison,Spanos Athletic Training,11/15/2021,2021-1234,11/15/2021,9:00 AM - 1:25 PM,,Report Taken
Incomplete/ Accidental Wireless 911 Call,Atkinson Hall,11/15/2021,2111150033,11/15/2021,2:04 PM,,Logged Event
Incomplete/ Accidental Wireless 911 Call,Preuss School,11/15/2021,2111150036,11/15/2021,4:02 PM,,Logged Event
Incomplete/ Accidental Wireless 911 Call,Gilman Dr/ Myers Dr,11/15/2021,2111150037,11/15/2021,4:02 PM,,Logged Event
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department ,11/15/2021,2111150040,11/15/2021,4:43 PM,,Logged Event
Suspicious Circumstances,Glider Port,11/15/2021,2111150042,11/15/2021,5:39 PM,Reporting party possibly seeing a body over edge of cliffs,Referred to Other Agency - San Diego Police Department
Disturbance - Psych Subject,UCSD Residential Area,11/15/2021,2021-1235,11/15/2021,6:10 PM,Student with suicidal ideations,Transported to Hospital
Incomplete/ Accidental Wireless 911 Call,Tenaya Hall,11/15/2021,2111150046,11/15/2021,6:15 PM,,Logged Event
Incomplete/ Accidental Wireless 911 Call,Ridgewalk Academic Building,11/15/2021,2111150047,11/15/2021,6:18 PM,,Logged Event
Citizen Contact,UCSD Police Department,11/15/2021,2111150049,11/15/2021,6:35 PM,Subject dropping off paperwork,Service Provided
Security Alarm,Leichtag Family Foundation,11/15/2021,2111150052,11/15/2021,7:38 PM,,False Alarm
Domestic Violence Incident,UCSD Residential Area,11/15/2021,2021-1238,11/15/2021 - 11/16/2021,7:48 PM - 3:35 AM,,Report Taken
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,11/15/2021,2111150054,11/15/2021,8:13 PM,,Logged Event
Voluntary Psych Referral ,Charles David Keeling Apartments,11/15/2021,2021-1236,11/15/2021,8:14 PM,Student feeling anxious,Transported to Hospital
Grand Theft Of Micro Mobility Device,Social Sciences Research Building,11/15/2021,2021-1237,11/15/2021,4:50 PM - 10:30 PM,"Unknown suspect(s) stole victim's electric scooter, loss $950.00",Report Taken
Noise Disturbance ,Frankfurter Hall,11/16/2021,2111160004,11/16/2021,12:44 AM,Complaint of loud people on 2nd and 3rd floors,Referred to Student Conduct
Quiet Hours Contact,Tamarack Apartments East ,11/16/2021,2111160007,11/16/2021,1:17 AM,,Will Cooperate
UC Policy Violation,Harlan Hall,11/16/2021,2111160008,11/16/2021,1:20 AM,Guest policy violation,Referred to Student Conduct 
Information Report,Rebecca and John Moores Cancer Center,11/16/2021,2021-1239,11/16/2021,7:04 AM,Hospital Security requesting assistance with restraining order service,Report Taken
Non Injury Collision,P-502 / Equality Lane,11/16/2021,2021-1240,11/16/2021,8:40 AM,,Report Taken
Welfare Check,Veterans Affairs Medical Center,11/16/2021,2111160018,11/16/2021,9:00 AM,Subject's pacemaker advising of distress,Disposition Service Provided
Trespass,Rebecca and John Moores Cancer Center,11/16/2021,2111160021,11/16/2021,9:21 AM,Subject out front of location in violation of restraining order,Service Provided
Incomplete/ Accidental Wireless 911 Call,Scholars Dr North,11/16/2021,2111160023,11/16/2021,9:28 AM,,Logged Event
Security Alarm,University Center,11/16/2021,2111160026,11/16/2021,9:50 AM,,False Alarm
Property Damage,South Mesa Apartments,11/16/2021,2021-1241,11/15/2021 - 11/16/2021,6:00 PM - 7:45 AM,"Report of damage to vehicle, by unknown means",Report Taken
Traffic Hazard,Voigt Dr/ Lyman Ln,11/16/2021,2111160030,11/16/2021,10:26 AM,Construction vehicles blocking shuttle bus stop,Will Cooperate
Incomplete/ Accidental Wireless 911 Call,Atkinson Hall,11/16/2021,2111160033,11/16/2021,11:01 AM,,Logged Event
Lost Property ,Los Angeles,11/16/2021,2111160034,11/16/2021,11:22 AM,Report of lost passport,Information Only
Citizen Contact,Otterson Hall,11/16/2021,2111160036,11/16/2021,11:37 AM,Caller believes she located her reported stolen bicycle,Service Provided
Non Injury Collision,Stanford Consortium,11/16/2021,2021-1242,11/16/2021,10:45 AM,,Report Taken
Illegal Parking,Lot 508,11/16/2021,2111160040,11/16/2021,1:06 PM,,Referred to Other UCSD Department - Parking Enforcement 
Incomplete/ Accidental Wireless 911 Call,Regents Rd,11/16/2021,2111160043,11/16/2021,1:24 PM,,Logged Event
Incomplete/ Accidental Wireless 911 Call,Tioga Hall,11/16/2021,2111160048,11/16/2021,2:20 PM,,Logged Event
Welfare Check,Off Campus (Unknown Address),11/16/2021,2111160052,11/16/2021,2:48 PM,,Referred to Other Agency - San Diego Police Department
Incomplete/ Accidental Wireless 911 Call,Atkinson Hall,11/16/2021,2111160054,11/16/2021,3:40 PM,,Logged Event 
Found Property,Lot 704,11/16/2021,2111160057,11/16/2021,4:02 PM,Found earbuds ,Information Only
Lost Property,UCSD Police Department,11/16/2021,2111160058,11/16/2021,4:04 PM,Report of lost passport,Information Only
Property Damage,Geisel Library,11/16/2021,2021-1243,11/16/2021,4:05 PM,"Skateboard vs. Window, damage $1000.00",Report Taken
Incomplete/ Accidental Wireless 911 Call ,York Hall,11/16/2021,2111160062,11/16/2021,5:02 PM,,Logged Event
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,11/16/2021,2111160064,11/16/2021,6:12 PM,,Logged Event 
Discharging Firearm ,Skaggs Pharmaceutical Sciences Bldg.,11/16/2021,2111160066,11/16/2021,7:15 PM,,Unfounded
Found Property,Price Center East Expansion,11/16/2021,2111160068,11/16/2021,8:10 PM,Found package,Service Provided
Disturbance,Muir Field,11/16/2021,2111160069,11/16/2021,8:13 PM,"Subject yelling, possibly under influence",Gone On Arrival
Grand Theft Of Micro Mobility,Price Center,11/16/2021,T21000165,11/14/2021 - 11/16/2021,2:00 PM - 7:30 PM,"Stolen electric scooter, loss $949.99",Online Report
Suspicious Person,Kaleidoscope,11/16/2021,2111160072,11/16/2021,9:29 PM,"Adult male asking students where they live and wanting to go inside, subject seems to be looking for help and hotel",Unable to Locate
Incomplete/ Accidental Wireless 911 Call,Matthews Lane,11/16/2021,2111160073,11/16/2021,9:41 PM,,Logged Event
Unknown Trouble,Seventh College West,11/16/2021,2111160074,11/16/2021,9:50 PM,Reporting party heard a female scream,Checks OK
Skateboard Stop,Lot 411,11/16/2021,2111160076,11/16/2021,10:07 PM,,Will Cooperate
Fire Alarm,Scholars Dr North,11/16/2021,2111160083,11/16/2021,10:49 PM,,False Alarm
Information ,Gilman Parking Structure,11/16/2021,2111160084,11/16/2021,10:53 PM,"Per CSO, hears faint screaming ",Information Only
Noise Disturbance,One Miramar Street,11/16/2021,2111160087,11/16/2021,11:25 PM,Loud group playing table tennis,Unable to Locate 
Incomplete/ Accidental Wireless 911 Call,Gilman Parking Structure,11/16/2021,2111160088,11/16/2021,11:33 PM,,Logged Event
UC Policy Violation,Canyon Vista Admin and Dining Facility,11/16/2021,2111160089,11/16/2021,11:38 PM,Mask violation,Referred to Student Conduct Referral 
Battery,UCSD Medical Facility - Hillcrest,11/16/2021,HC21-11-15-1039,11/15/2021,2:02 AM,Patient became physically aggressive ,Referred to Other Agency - San Diego Police Department
Assault,UCSD Medical Facility - Hillcrest,11/16/2021,HC21-11-15-1044,11/15/2021,5:30 PM,Disruptive patient attempted to spit on security,Hospital Security Report Taken
Suspicious Person,Pepper Canyon Apartments,11/17/2021,2111170003,11/17/2021,1:35 AM,Transient sleeping in laundry room,Information Only
Noise Disturbance,Charles David Keeling Apartments,11/17/2021,2111170004,11/17/2021,2:58 AM,Male singing ,Unable to Locate
Medical Aid,Geisel Library ,11/17/2021,2111170005,11/17/2021,3:04 AM,Female with stomach pain,Transported to Hospital
Noise Disturbance,Scholars Dr North,11/17/2021,2111170007,11/17/2021,3:15 AM,Loud talking,Quiet On Arrival
Security Alarm,University Center,11/17/2021,2111170017,11/17/2021,7:54 AM,,False Alarm
Injury,Discovery Way,11/17/2021,2021-1245,11/17/2021,8:11 AM,Elderly male tripped on walkway and fell,Disposition Transported to Hospital
Ticket Sign Off,Miramar St/ Regents Rd,11/17/2021,2111170020,11/17/2021,8:34 AM,,Service Provided
Incomplete/ Accidental Wireless 911 Call,Russell Ln/ Lyman Ln,11/17/2021,2111170021,11/17/2021,8:36 AM,,Logged Event
Illegal Parking ,Voigt Dr/ Campus Point Dr,11/17/2021,2111170026,11/17/2021,9:34 AM,,Verbal Warning Issued
Incomplete/ Accidental Wireless 911 Call,Atkinson Hall,11/17/2021,2111170032,11/17/2021,11:16 AM,,Logged Event
Incomplete/ Accidental Wireless 911 Call ,Russell Ln/ Lyman Ln,11/17/2021,2111170034,11/17/2021,11:23 AM,,Logged Event
Petty Theft Of Micro Mobility Device,7th College,11/17/2021,2021-1246,11/17/2021,11:25 AM,"Stolen electric scooter, loss $800.00",Report Taken
Petty Theft  - Bicycle,North America & Latin America Hall,11/17/2021,2021-1247,11/15/2021 - 11/17/2021,8:30 PM-7:30 AM,Loss $800.00,Report Taken
